NM_VOTAVEL,VR_RECEITA,DS_CARGO,QT_VOTOS
ANTONIO ALVES RODRIGUES,2100,VEREADOR,72
CARLOS EDUARDO GOMES DUTRA,2100,VEREADOR,5
EDLAMAR DINIZ RODRIGUES DE OLIVEIRA,2100,VEREADOR,53
EDSON RODRIGUES PEREIRA,2100,VEREADOR,25
GENI GABRIEL RIBEIRO,2100,VEREADOR,61
GILBERTO FONSECA NETTO,2100,VEREADOR,220
JOÃO CARLOS XAVIER DE SOUZA,2100,VEREADOR,43
MAIKO OLIVEIRA DA COSTA,2100,VEREADOR,148
ROSIMARLEY MAROCOLO DOS SANTOS,2100,VEREADOR,58
MARIA JOSÉ MOTA SOBRINHO,2099.9700000000003,VEREADOR,17
COLEMAR VICENTE DA SILVA,2099.95,VEREADOR,192
DELZI ALVES DA SILVA,2099.95,VEREADOR,106
ZELINA JOSE DA SILVA,2099.66,VEREADOR,28
WAGNER SEBASTIÃO FERNANDES,2098.3,VEREADOR,177
ENIO PEREIRA DE SOUZA,2098,VEREADOR,65
ROMILDO DA SILVA,2098,VEREADOR,108
RAIMUNDO GOMES DOS SANTOS,2097.5,VEREADOR,26
BRENNO EDUARDO FREITAS SILVA,2097.2400000000002,VEREADOR,8
ODAIR EUGENIO SILVA,2097.24,VEREADOR,19
VALDEMAR JOSÉ DE SOUZA,2096.3,VEREADOR,429
JULIO CESAR ANDRADE,2096.25,VEREADOR,290
JOÃO BATISTA SANTANA,2096.1,VEREADOR,32
JEANE RODRIGUES DE MACEDO,2095.61,VEREADOR,110
JOAQUIM LINO TEIXEIRA SOBRINHO,2095,VEREADOR,17
SANDRA MARIA PEREIRA BRAGA,2095,VEREADOR,19
SEBASTIÃO HONORATO DA SILVA,2093.15,VEREADOR,337
THIAGO ALVES DE FARIA,2092,VEREADOR,25
ALTAMIRO NAVES,2091.06,VEREADOR,55
FABIANA FERREIRA VIEIRA,2090.11,VEREADOR,30
HAMILTON DE SOUZA LIMA,2090.1099999999997,VEREADOR,45
ROBERCI NUNES DA SILVA,2090.05,VEREADOR,386
SERGIO SANDRE,2090,VEREADOR,54
SIBERIO CESAR FERREIRA,2090,VEREADOR,35
JOSUELIO CUNHA DA SILVA,2089.95,VEREADOR,166
CLEITON REIS DIAS DO NASCIMENTO,2089.5,VEREADOR,68
NILSON NUNES DE SOUZA,2089,VEREADOR,111
VALMIR PEREIRA LIMA,2089,VEREADOR,207
JOSE RENATO ALVIM DA SILVA,2087,VEREADOR,30
ALEX PARREIRA BORGES,2084.8,VEREADOR,334
JOSE FERREIRA LUNA,2084,VEREADOR,54
THAYSE NERIS DE JESUS,2084,VEREADOR,53
MARILENE DE CARVALHO DUTRA,2083.9,VEREADOR,7
LUCIENE FERREIRA DE ANDRADE LIMA,2083.1099999999997,VEREADOR,27
LUIZ CARLOS MENDONÇA LIMA,2083.1099999999997,VEREADOR,19
EDER DIAS DE OLIVEIRA,2082.85,VEREADOR,136
JOSÉ DIVINO MARCELINO BORGES,2082,VEREADOR,264
THAIS SAMPAIO MARTINS DE BARROS FERRAZ,2081.7,VEREADOR,28
DEIVE MAYCLIN DA MATA,2081.5,VEREADOR,19
ALDEMI PEREIRA DOS SANTOS,2081.3,VEREADOR,77
JOANA CELIA OLIVEIRA DOS SANTOS E SILVA,2081.3,VEREADOR,30
MARIA DE FATIMA BARBOSA DA CRUZ,2081.3,VEREADOR,25
ROMES MORAIS DA SILVA,2080,VEREADOR,96
VANESSA AGUIAR DE ASSUNÇÃO,2078.77,VEREADOR,16
KEILLA TAVARES DE AQUINO,2078.5,VEREADOR,205
GISELLE XAVIER DE FREITAS,2076.23,VEREADOR,9
CLAYDSTON FERREIRA LACERDA,2076,VEREADOR,131
JOAO MANOEL NETO,2075.92,VEREADOR,90
SAMUEL CAROLINO SILVA SOUSA,2075.74,VEREADOR,170
ADEMIR GOMES SANDIM,2075,VEREADOR,44
EVANGELISTA TRINDADE DA SILVA,2075,VEREADOR,141
FAUSTO MENDES PARREIRA,2075,VEREADOR,61
MESSIAS ALVES VELOSO,2075,VEREADOR,257
VARCIR RODRIGUES,2075,VEREADOR,68
PEDRO WELINGTON BARBOSA DE MACEDO,2074.4,VEREADOR,84
EDUARDO MESSIAS MELLO DE OLIVEIRA,2073.5,VEREADOR,136
ERALDO BENTO CAVALCANTI,2072.54,VEREADOR,57
ADEUNICE BUENO CARVALHO,2072,VEREADOR,81
LUCAS GABRIEL SANTOS ARAUJO,2072,VEREADOR,19
CLERIA LOPES PEREIRA,2071.84,VEREADOR,121
ALIS FERREIRA DE TORRES,2070.9,VEREADOR,113
VALDIVINO MENDONÇA DA SILVA,2070.85,VEREADOR,395
JOÃO GABRIEL RAMOS OLIVEIRA LOPES,2070,VEREADOR,977
LILIANE REGINA DE SOUZA OLIVEIRA,2070,VEREADOR,29
TEREZA PEREIRA NICOLAU,2070,VEREADOR,7
CARLOS ROBERTO SILVA,2068.85,VEREADOR,103
FRANCISCO JOSÉ PEREIRA,2068.6,VEREADOR,178
IREMAR JESUINO DE SOUSA,2067.5,VEREADOR,5
WILLIAM GUIMARAES DE CARVALHO,2067.45,VEREADOR,66
PAOLA CECILIA NOVOA E SILVA,2067.1400000000003,VEREADOR,158
JOSÉ DA COSTA TAVARES,2066.5,VEREADOR,18
CLOVIS RODRIGUES DA CUNHA,2065.6099999999997,VEREADOR,11
GLAUCIO DA SILVA OLIVEIRA,2065,VEREADOR,210
LUCIENE SANTOS SILVA,2065,VEREADOR,15
ALTONAIBE MORAIS DE JESUS,2064,VEREADOR,254
FRANCIELLY LARA RIBEIRO MODESTO,2064,VEREADOR,27
RONES CLEI ETERNO DA SILVA,2063.9,VEREADOR,185
MAXCILEY DOUGLAS DE SANTANA,2063.5,VEREADOR,40
AILTON PEREIRA DE MEDEIROS,2062.5,VEREADOR,265
GEOILDES ALENCAR DA SILVA,2062.5,VEREADOR,156
ROZIUMA OLIVEIRA DO PRADO,2062.5,VEREADOR,6
KARLLA MENDES MOREIRA,2062,VEREADOR,121
NAIR PEREIRA DE OLIVEIRA,2061.7,VEREADOR,8
JESUS MARTINS DA SILVA,2061.67,VEREADOR,149
DAMIÃO DOS SANTOS PEREIRA,2061.66,VEREADOR,23
SILAS DE OLIVEIRA ALMEIDA,2060.75,VEREADOR,330
ABENI BERNARDINA DA SILVA,2060,VEREADOR,29
ANDRE LUIZ ALVES DE MOURA,2060,VEREADOR,164
CRISTIANE KELY SILVA CARVALHO,2060,VEREADOR,120
DARCISO BATISTA DA SILVA,2060,VEREADOR,222
EDSON DOMINGOS DA SILVA,2060,VEREADOR,374
MARCOS LEITE FERREIRA COELHO,2060,VEREADOR,52
JOSE CARLOS DE SOUSA,2059.7000000000003,VEREADOR,116
HENRIQUE DA SILVA OLIVEIRA,2059.66,VEREADOR,62
FLORIANO RODRIGUES SANTANA,2058.27,VEREADOR,89
ELMO JOSE DA SILVA,2058,VEREADOR,37
SARA MARIA DA SILVA,2058,VEREADOR,177
ZILMA GASPAR ALVARENGA ALVES,2056.6,VEREADOR,63
MARIUZA FERNANDES TEIXEIRA,2055,VEREADOR,161
STEFANY PACHECO CAVALCANTI NOGUEIRA,2054.58,VEREADOR,3
ANTONINO FERNANDES DA SILVA,2053.04,VEREADOR,111
EMILIO TORRES DE ALMEIDA,2053.04,VEREADOR,181
GENIR TEIXEIRA BARBOSA,2053.04,VEREADOR,147
GILSON RABELO,2053.04,VEREADOR,38
JOSE RENEIDE CALDEIRA DE OLIVEIRA,2053.04,VEREADOR,221
PAULO SERGIO DOURADO DA SILVA,2053.04,VEREADOR,123
ANDRESSA LOURENCO DIAS,2052.92,VEREADOR,13
APARECIDO MARQUES DE MENEZES,2052.19,VEREADOR,76
AIRTON JOSE PEREIRA,2050.85,VEREADOR,135
BRUNO VINICIUS MIRANDA PAIVA,2050.02,VEREADOR,221
ELIENE RODRIGUES DE SANTANA ARRAES,2050,VEREADOR,228
FRANCISCO DAS CHAGAS SILVA LIMA,2050,VEREADOR,137
KÊNIA CRISTINA DA SILVA,2050,VEREADOR,39
MONICA TAVARES DE FARIA,2050,VEREADOR,14
SANDRA GOMES DE MACEDO,2050,VEREADOR,15
WANDER PEREIRA DE MATOS DA SILVA,2050,VEREADOR,567
LUIS PAULO DE OLIVEIRA MOURA,2049.87,VEREADOR,238
NATAL GOMES DE SOUZA,2049.83,VEREADOR,215
WAGNER AUGUSTO DA VEIGA,2049.83,VEREADOR,197
JOSINA MARIA APARECIDA FERREIRA,2049.7,VEREADOR,181
JULIO CESAR ALVES DE FREITAS,2049.28,VEREADOR,180
ALVARO ELIAS DE SOUZA,2049.23,VEREADOR,227
ADRIANA MARTINS ALVES,2049,VEREADOR,642
CARLOS JOSÉ GONÇALVES,2047.66,VEREADOR,101
WELLINGTON ADOLFO DA SILVA,2047.5,VEREADOR,104
RILDO JUNIOR DE SÁ,2047.41,VEREADOR,83
ANA GILZA FREIRE BELO,2047.3,VEREADOR,21
FRANCISCO ANTONIO VIEIRA PIRES,2046.96,VEREADOR,79
CELMA MARIA ARRUDA SILVA,2046.85,VEREADOR,516
CARINE ALMEIDA DE JESUS,2046.62,VEREADOR,10
FABIO JUNIOR DA SILVA,2046.62,VEREADOR,52
IAGO LIMA DA SILVA,2046.62,VEREADOR,81
JAQUELINE DA SILVA SANTOS,2046.62,VEREADOR,13
JESUS REIS JOSE DE QUEIROZ,2046.62,VEREADOR,78
LUIZ FLAVIO DA SILVA,2046.62,VEREADOR,101
MAIZA ARAUJO SANTOS,2046.62,VEREADOR,10
NICAELA PAMELA RIBEIRO,2046.62,VEREADOR,4
ORLANDINO PEREIRA DOS SANTOS,2046.62,VEREADOR,166
ROSANE PEREIRA DE PAULA,2046.62,VEREADOR,6
DIOLINA PEREIRA DA LUZ VIDAL,2045,VEREADOR,42
JOSE FRANCISCO DA SILVA,2045,VEREADOR,103
MARCIO WANDERLEI PEREIRA DOS SANTOS,2045,VEREADOR,14
LUZIENE SOUSA SANTOS,2044.95,VEREADOR,25
GENILZA ANES REGINO,2044.71,VEREADOR,56
ANTONIO SEVERINO DA SILVA,2044.4,VEREADOR,158
ADEVANEI DE SOUSA CANGUÇU,2044.3,VEREADOR,371
SIMONE LOURENÇO DA SILVA,2044,VEREADOR,30
EDNALDA GOMES DA SILVA,2043.24,VEREADOR,13
JEANNE LARA GOMES DE OLIVEIRA,2042.78,VEREADOR,30
VALDIVINO BICUDO DA COSTA,2042.3,VEREADOR,69
JOSE SANTANA DOS SANTOS,2042,VEREADOR,135
GERALDO CÂNDIDO RIBEIRO,2041.9999999999998,VEREADOR,94
ARNALDO LUIZ DA SILVA,2041.08,VEREADOR,4
DIRSON DA SILVA MOURA,2041.08,VEREADOR,18
GLAUCIO RIBEIRO DOS SANTOS,2041.08,VEREADOR,16
JOEL PINTO MONTEIRO,2041.08,VEREADOR,38
JOSÉ NONATO DA ROCHA,2041.08,VEREADOR,25
BENIVALDO ANTONIO DE QUEIROZ,2040.09,VEREADOR,156
ALMIR CANDIDO DA SILVA,2040,VEREADOR,165
ANDRE RODRIGUES DA CONCEIÇAO,2040,VEREADOR,149
JOSE PACIFICO DE VASCONCELOS,2040,VEREADOR,21
ADÃO SANTOS SOUSA,2039.6,VEREADOR,32
WORLEY DINIZ TAVARES,2039,VEREADOR,100
JEREMIAS DA SILVA BARBOSA,2038.8799999999999,VEREADOR,105
ARLENE MARIA RIBEIRO,2038.05,VEREADOR,178
DORALICE FERNANDES DA SILVA,2038.05,VEREADOR,48
LEVI GOMES DE BRITO,2038.05,VEREADOR,66
NILDA GOMES DA MOTA DE MORAIS,2038.05,VEREADOR,85
ROBERTO GUEDES DO REGO,2038.05,VEREADOR,57
RONILTON RODRIGUES DO PRADO,2038.05,VEREADOR,107
WAGNER DE ARAUJO SILVA,2038.05,VEREADOR,98
WALDIMIRO LOPES MARTINS,2038.05,VEREADOR,49
WALTER ALVES PEREIRA FILHO,2038.05,VEREADOR,39
EDIMILSON PEREIRA DE SOUSA,2037.39,VEREADOR,258
DOMINGOS DA SILVA LOBO,2037.3899999999999,VEREADOR,30
KELISON VANDO GONÇALVES BARBOSA,2037.3899999999999,VEREADOR,189
NILSON PEQUENO DA SILVA,2036.22,VEREADOR,43
DALBERTO PEREIRA SANTOS,2036.2,VEREADOR,269
EMILENE DE TORRES PIMENTEL DE LIMA,2035.6899999999998,VEREADOR,97
ELIO DE SOUSA BARBOSA,2035.3,VEREADOR,120
CARLOS ALBERTO BARBOSA,2035,VEREADOR,351
JOÃO MANOEL CABRAL,2035,VEREADOR,214
ORLANDO RODRIGUES SANTOS,2034.96,VEREADOR,31
UENDELL DOS SANTOS SILVA,2034.94,VEREADOR,441
JOSÉ RAUL GALDINO OLIVEIRA,2034.06,VEREADOR,13
ANTONIO MONTEL DA SILVA FILHO,2033.9,VEREADOR,29
ANA PAULA PARNAIBA DA SILVA,2033.55,VEREADOR,30
FERNANDO VIEIRA DA SILVA,2033.17,VEREADOR,263
FRANCIMEIRE DA SILVA SAMPAIO,2033.1100000000001,VEREADOR,17
EDSON DIVINO DE ARAUJO JUNIOR,2033,VEREADOR,9
DIVINA BUENO DE OLIVEIRA MORAIS,2032.5,VEREADOR,5
FERNANDO OLIVEIRA MARTINS,2032.5,VEREADOR,20
TAISI FERREIRA RIBEIRO,2032.5,VEREADOR,47
WESLEY ALEIXO BORGES,2032.5,VEREADOR,23
JANDEIR SUAID DA SILVA,2032.1,VEREADOR,69
AMANDA GOMES DE JESUS,2031.3,VEREADOR,25
CIRO GABRIEL DE LACERDA,2031.3,VEREADOR,120
CRISTIANE DE OLIVEIRA MAIA,2031.3,VEREADOR,340
EDVALDO ALVES DE SOUSA,2031.3,VEREADOR,55
ISABEL ALVES FERNANDES DOS SANTOS,2031.3,VEREADOR,212
KATIA CORREA VIANA,2031.3,VEREADOR,20
JOAO TEIXEIRA DOS SANTOS,2031.2,VEREADOR,520
MANOEL LOPES DA SILVA,2031.2,VEREADOR,61
RAQUEL ALVES BAMBEKOS DOS REIS,2031.2,VEREADOR,20
THARLEY VIEIRA BRAGA,2031.2,VEREADOR,22
BRENNA VALERIA SILVA SAMPAIO,2030.6000000000001,VEREADOR,17
ILDAILDES BATISTA PEREIRA NEPOMUCENO,2030,VEREADOR,55
LUIZ ALVES PEREIRA,2028.42,VEREADOR,8
EDILEIA SOARES TRINDADE,2028,VEREADOR,9
IDENILSON DA SILVA SANTOS,2028,VEREADOR,30
LORENA DOS SANTOS MORAES PORTO,2028,VEREADOR,41
SILVIA LETICIA MOURA,2028,VEREADOR,26
MARIZAN LUIS DA SILVA,2027,VEREADOR,305
JESUS NAZARENO DA SILVA,2025.36,VEREADOR,596
DOMINGOS BERNARDES DE OLIVEIRA,2025,VEREADOR,50
SURAYLLA CRISTINA DE MELO,2025,VEREADOR,23
JÚLIO EDUARDO PEREIRA NETO,2024.71,VEREADOR,222
VALMIR VIEIRA DE SOUZA,2024.55,VEREADOR,575
ALDI DA SILVA RIBEIRO,2024.0299999999997,VEREADOR,22
ELIZABETH RODRIGUES ROCHA MARQUES,2024,VEREADOR,113
MARIA GORETE BELA DO CARMO,2022.5,VEREADOR,23
IDALIA MARIA DE OLIVEIRA,2022.3500000000001,VEREADOR,61
ARQUIMEDES JOSE DE OLIVEIRA,2022,VEREADOR,154
MARCO AURÉLIO GESTEIRA SANTOS,2022,VEREADOR,242
VALQUIRIA NOGUEIRA DE SOUSA,2021.6699999999998,VEREADOR,53
CELSO DIMAS DE SOUZA,2021.3,VEREADOR,5
SERGIO DE OLIVEIRA,2021,VEREADOR,243
CICERO MILHOMENS ALENCAR,2020.91,VEREADOR,18
JOSE ALVES DE JESUS,2020.85,VEREADOR,17
PAULO RAMOS ALMEIDA,2020.71,VEREADOR,34
DIOGENES MELO FERNANDES DE SOUZA,2020.63,VEREADOR,24
CALIELE SOARES DA CONCEICAO,2020,VEREADOR,26
CLEZIO TAVARES PEREIRA,2020,VEREADOR,79
FERNANDO ROGERIO DE CASTRO,2020,VEREADOR,265
IZANETE PEREIRA RAMOS,2020,VEREADOR,28
JOZIVAL PINHEIRO,2020,VEREADOR,75
MARGENYS SANTOS SOUSA,2020,VEREADOR,233
PATRICIA HELENA DE SOUZA,2020,VEREADOR,48
VIVIAN RODRIGUES MARTINS JORGE,2019.23,VEREADOR,6
JEFERSON DE BRITO NUNES LIMA,2018.87,VEREADOR,156
JADER AFONSO DE ALARCÃO NETO,2018,VEREADOR,106
ROGERIO DE PAULA MARTINS SILVA,2017.55,VEREADOR,189
UERLEI OLIVEIRA ALVES,2017.5,VEREADOR,15
VANIR GODOFREDO FERREIRA,2017.5,VEREADOR,104
DEUSIMAR ALVES DE SOUZA,2016.5,VEREADOR,128
ANDREIA DE SOUZA GONÇALVES,2015.77,VEREADOR,77
EMANUEL ANTONIO SALES,2015.29,VEREADOR,45
SINDOVAL RUFINO SILVA,2014.99,VEREADOR,105
JONATHA SOUZA RODRIGUES,2014.8,VEREADOR,322
CRISTIANO DE ALMEIDA SILVA,2014.67,VEREADOR,122
ADEMILSON CARLOS DAS NEVES,2014.3,VEREADOR,76
AQUILIS LINOS PIRES,2014,VEREADOR,12
MARIA DAS DORES TOSTA,2014,VEREADOR,12
LINDOMAR ABADIA GALHAS,2013.75,VEREADOR,51
EDUARDO PEREIRA SALGADO,2013.28,VEREADOR,223
INÁCIO ROSICLER DE PINA,2012.8,VEREADOR,102
FLAUSINA SOARES DOS REIS,2011.35,VEREADOR,10
IVAN VIEIRA DOS SANTOS,2011.35,VEREADOR,9
LETICIA PEREIRA VICENTE,2011.35,VEREADOR,4
LYS DAWANNE RODRIGUES GUIMARAES LIMA,2011.35,VEREADOR,4
BALSANETE LUIS DE OLIVEIRA,2011.03,VEREADOR,27
FRANCISCARLA LUCIO DA COSTA,2010.6,VEREADOR,3
JÚLIO CESAR DE OLIVEIRA MESQUITA,2010.6,VEREADOR,26
GUSTAVO OLIVEIRA DE PAULA,2010.1,VEREADOR,48
LARICY DAYANE FERNANDES OLIVEIRA,2010.1,VEREADOR,153
ELAINE PEREIRA DE SOUZA,2010,VEREADOR,18
JEAN CARLOS ROSA FERNANDES,2010,VEREADOR,66
JOHN MICHAEL DE SOUZA,2010,VEREADOR,6
TAWANA CLARA BARBOSA DE QUEIROZ,2010,VEREADOR,112
WELTON DA SILVA CARRILHO,2010,VEREADOR,88
HELENA APARECIDA VIEIRA NEVES,2009.23,VEREADOR,39
JAIR ROSA SOARES,2009.22,VEREADOR,123
ANISIO ANTONIO FILHO,2008.5,VEREADOR,32
MANOEL FRANCISCO NETO,2007.29,VEREADOR,18
AGUIMAR ALVES ROSA,2006.87,VEREADOR,186
WALDIR DA MATA,2006.5,VEREADOR,81
ELIZIO SILVA DE OLIVEIRA,2005,VEREADOR,111
AILTON ALVES DE OLIVEIRA,2004.8,VEREADOR,220
VANIR FERNANDES DE ARAÚJO,2004,VEREADOR,51
TAMIRIS VIEIRA ALVES,2003.21,VEREADOR,15
PEDRO VIEIRA DE ASSIS,2003,VEREADOR,231
CELIO MOURA DA SILVA,2002.85,VEREADOR,2
ADAUTO FELIX DE SOUSA,2000,VEREADOR,12
ADELSON DOS SANTOS CUSTODIO,2000,VEREADOR,35
ADRIANA DE MEDEIROS,2000,VEREADOR,103
ADRIANA FERREIRA,2000,VEREADOR,11
ADRIANO ABRÃO DE AGUIAR,2000,VEREADOR,41
AGNALDO CARDOSO DA SILVA,2000,VEREADOR,28
ALANKARDEC CARDOSO TEIXEIRA,2000,VEREADOR,54
ALESSANDRO DA SILVA CABRAL,2000,VEREADOR,53
ALESSANDRO NUNES OLIVEIRA BANDEIRA,2000,VEREADOR,11
ALEXANDRO CANDIDO DA SILVA,2000,VEREADOR,71
ALEXSSANDRO NEVES SUQUE,2000,VEREADOR,15
ANA CLAUDIA DA SILVA,2000,VEREADOR,1
ANDRE HENRIQUE DE ARAUJO,2000,VEREADOR,21
ANÉZIO ORLANDO,2000,VEREADOR,11
ANISIA ROSA SOARES,2000,VEREADOR,73
ANTONIO CESAR MARTINS LOPES,2000,VEREADOR,131
ANTONIO LOPES DA SILVA,2000,VEREADOR,327
ANTONIO NARCISO DOS SANTOS,2000,VEREADOR,29
ANTONIO VIRGINIO DE ARAUJO,2000,VEREADOR,25
APARECIDA BATISTA DE ARAUJO,2000,VEREADOR,38
APARECIDA DIVINA DA MAIA,2000,VEREADOR,15
ARLA CAMARGOS DA SILVA,2000,VEREADOR,39
ARTHURU DOUGLAS DE OLIVEIRA ROSA,2000,VEREADOR,106
AUGUSTO SILVA RABELO,2000,VEREADOR,5
BALTAZAR CANDIDO DE OLIVEIRA,2000,VEREADOR,40
CAIO NASCIMENTO BARBALHO,2000,VEREADOR,105
CARLANI CRISTINA DOURADO,2000,VEREADOR,47
CARLOS ALEXANDRE DOS SANTOS,2000,VEREADOR,6
CELSO ALVES XAVIER,2000,VEREADOR,37
CLARICE DE ALMEIDA NETA RODRIGUES,2000,VEREADOR,128
CLAUDENOR PEREIRA DOS SANTOS,2000,VEREADOR,8
CLAUDIA MARTINS PALHETA DA SILVA,2000,VEREADOR,61
CLAUDINEY PEREIRA,2000,VEREADOR,30
CLEMILDA EURIPA MONTEIRO,2000,VEREADOR,32
CRISOGANO CORDEIRO MARTINS,2000,VEREADOR,35
CRISTIANO DA ROCHA CHAGAS,2000,VEREADOR,95
CRISTIANO LOPES CONDE,2000,VEREADOR,38
DANIELLA MARTINS DA COSTA,2000,VEREADOR,191
DAVID DENER ALVES GOMES,2000,VEREADOR,188
DENE COELHO DOS SANTOS,2000,VEREADOR,3
DEOSDETE FRANCISCO DOS SANTOS,2000,VEREADOR,95
DERIK LUIZ TAVARES BATISTA,2000,VEREADOR,115
DERLIR MARCIA TEIXEIRA,2000,VEREADOR,3
DIEGO VERISSIMO DE OLIVEIRA,2000,VEREADOR,46
DIOMAR DE MORAIS FARINHA,2000,VEREADOR,25
DIVINA APARECIDA SÁ DO CARMO,2000,VEREADOR,25
DIVINO ELIAS DA CUNHA,2000,VEREADOR,15
EDER RIBEIRO DOS SANTOS,2000,VEREADOR,24
EDIPO FONSECA DOS SANTOS,2000,VEREADOR,104
EDIVALDO FERNANDES BATISTA REZENDE,2000,VEREADOR,12
EDIVAN CHERNHAK,2000,VEREADOR,19
EDSON GONÇALVES REIS,2000,VEREADOR,100
EDVANIA SOARES DA SILVA,2000,VEREADOR,14
ELIENE MOREIRA DOS SANTOS,2000,VEREADOR,20
ELIEZER PIRES DA SILVA JUNIOR,2000,VEREADOR,121
ELIZEU VIEIRA NASCIMENTO,2000,VEREADOR,10
ELLEN PABLIZIA ARTIAGA SOUSA,2000,VEREADOR,49
ELMA DIAS DE MORAES,2000,VEREADOR,32
ENIR EURIPEDES DE RESENDE,2000,VEREADOR,20
EURIPEDES DA SILVA DIAS,2000,VEREADOR,10
EVERSON CORREA DE ARAÚJO,2000,VEREADOR,5
FABIANA VALENTE ARAUJO,2000,VEREADOR,5
FLÁVIO ROSA DA SERRA,2000,VEREADOR,208
FRANCISCA DAS CHAGAS BASTOS,2000,VEREADOR,7
FRANCISCO JANUARIO DIAS,2000,VEREADOR,61
FRANCISMAR SENA MENDES,2000,VEREADOR,88
FRANK WILLIAN DA SILVA,2000,VEREADOR,42
GERALDO DOS SANTOS VAZ,2000,VEREADOR,9
GERLANE MARIA DA SILVA,2000,VEREADOR,2
GESSICA DE LIMA BARRETO,2000,VEREADOR,16
GILBERTO DANIEL LEMES SANTOS,2000,VEREADOR,36
GILBERTO LOPES DOS SANTOS,2000,VEREADOR,68
GILSON NUNES CORREA,2000,VEREADOR,20
GISELE DA SILVA GOMES,2000,VEREADOR,25
GUSTAVO DOS SANTOS SOARES,2000,VEREADOR,17
HARLYSON LEMOS DE SOUZA,2000,VEREADOR,249
HAYANNE CRISTIAN SANTOS,2000,VEREADOR,77
HELIO ALVES CORREIA,2000,VEREADOR,78
HEMES BATISTA DE SANTANA,2000,VEREADOR,7
HENRIQUE BERALDO RODRIGUES MOTA,2000,VEREADOR,45
HERCILIO SILVA VEIGA,2000,VEREADOR,11
HUMBERTO PEREIRA GOMES,2000,VEREADOR,7
IRANI MALASPINA DE MORAIS,2000,VEREADOR,23
IRES ARRUDA DE SOUZA,2000,VEREADOR,136
IRIS JOSE DA SILVA,2000,VEREADOR,66
ISMAEL FERNANDES ALVES,2000,VEREADOR,129
ITAMAR RODRIGUES DA SILVA,2000,VEREADOR,127
IVANEIDE LUIZA DE CARVALHO GODOY,2000,VEREADOR,78
IVANILDO HARTMANN DE LIMA,2000,VEREADOR,12
IVONEIZE TEIXEIRA SAMPAIO,2000,VEREADOR,44
IZABEL APARECIDA DA CRUZ,2000,VEREADOR,11
JACINTO CARDOSO DOS SANTOS,2000,VEREADOR,22
JACKELINNE PIRES VIANA ARAUJO,2000,VEREADOR,29
JAIRO EDER DA COSTA SOUZA,2000,VEREADOR,199
JANAINA GOMES MOREIRA,2000,VEREADOR,26
JEDMYEL JOSE DE MENDONÇA,2000,VEREADOR,18
JOANA RODRIGUES DOS SANTOS CARVALHO,2000,VEREADOR,3
JOÃO BATISTA NUNES,2000,VEREADOR,42
JOAQUIM CORREIA DA SILVA,2000,VEREADOR,64
JODSA DA SILVA VALERIANO,2000,VEREADOR,11
JOEL MARQUES DE OLIVEIRA,2000,VEREADOR,7
JORGE EDUARDO DOS SANTOS,2000,VEREADOR,54
JOSE ALVES CORREIA,2000,VEREADOR,76
JOSE CARLOS ALVES DE CASTRO,2000,VEREADOR,26
JOSE CARLOS DE ALMEIDA MELO,2000,VEREADOR,112
JOSE CARLOS PRAXEDES,2000,VEREADOR,18
JOSE CREZIO GONCALVES DE SOUZA FILHO,2000,VEREADOR,18
JOSÉ DIVINO DE SOUZA,2000,VEREADOR,86
JOSE EURIPEDES DE SOUZA VALERIO,2000,VEREADOR,14
JOSÉ GONÇALVES DA COSTA,2000,VEREADOR,65
JOSE PEREIRA DA SILVA,2000,VEREADOR,56
JOSILDO CANDIDO DE DEUS,2000,VEREADOR,205
JUAREZ ANTONIO DE CARVALHO,2000,VEREADOR,112
JUAREZ DA SILVA PAIXÃO,2000,VEREADOR,57
JULIA DE OLIVEIRA PAES CAMAPUM,2000,VEREADOR,30
JULIMAR RODRIGUES DA SILVA,2000,VEREADOR,142
JULIO CESAR ASSIS DE LIMA,2000,VEREADOR,59
KLERISTON PEREIRA MARINHO,2000,VEREADOR,57
LAUIR ALVES DE ALMEIDA,2000,VEREADOR,121
LEONIDIOS JOAQUIM TELES,2000,VEREADOR,89
LEONILSON GOMES MAGALHAES,2000,VEREADOR,160
LIGIA COELHO LUZIANO DE BRITO,2000,VEREADOR,46
LINDOMAR CARDOSO DOS SANTOS,2000,VEREADOR,26
LINDOMAR CELESTINO DOS SANTOS,2000,VEREADOR,3
LINDOMAR MOREIRA DE GODOI,2000,VEREADOR,39
LUCIANO ALVES GESSOLO DE MELO,2000,VEREADOR,111
LUCIMARIO BONFIM SILVA,2000,VEREADOR,154
LUIS HENRIQUE SILVA MENDES,2000,VEREADOR,8
LUIZ MAURO VIEIRA BARBOSA,2000,VEREADOR,47
MACHEY JACINTO NUNES DE SOUSA,2000,VEREADOR,149
MANOEL DE CASTRO E SILVA,2000,VEREADOR,28
MANOEL GARCIA SOBRINHO,2000,VEREADOR,49
MARCOS GOMES MARTINS,2000,VEREADOR,133
MARIA DE FATIMA SOUSA BRITO ROSA,2000,VEREADOR,121
MARIA DO SOCORRO LOURENÇO DA SILVA,2000,VEREADOR,33
MARIA ELINIRA PAIVA FERREIRA DOS SANTOS,2000,VEREADOR,111
MARIA JUDITE ALVES FERREIRA,2000,VEREADOR,88
MARIA MARGARETE DE LIMA,2000,VEREADOR,78
MARIA NEUZA PERES,2000,VEREADOR,12
